,item_id,item_sold,item_name
39,32910850460,17 orders,28PCS DC 5.5MM Universal Multifunctional Notebook Laptop Power Supply Charger Adapter Connector
40,32887647476,10 orders,100W Universal AC Adapter Power Supply Charger Cord for Laptop Notebook New
41,32342515676,34 orders,18.5V 3.5A 65W AC Power Adapter Battery Charger for Compaq Presario CQ57 CQ60 CQ61 CQ70 CQ71 CQ81 Laptop with Power Cable
42,32531261115,29 orders,GYIYGY AC DC Charger for HP ENVY X2 20W 15V 1.33A AC Power Adapter 714656-001 714148-001 C2K63UA laptop notebook ac adapter
43,32979767907,25 orders,19V 4.74A 90W Universal Power Adapter Charger For Acer Asus Dell Lenovo Samsung Toshiba Laptop 18.5V 19.5V 20V
44,33003521931,18 orders,19V 4.74A 90W Universal Laptop Power Adapter Charger for Lenovo Asus Acer Dell HP Samsung Toshiba Laptop with 32 Connectors
45,32619544738,31 orders,Third Generation LCD Smart Universal AC Charger Laptop Adapter for HP/DELL/Samsung/Lenovo/Asus/ACER notebook with USB for Phone
46,32998526782,16 orders,For Laptop In Car DC Charger Notebook AC Adapter Power Supply 100W Universal
47,32489626448,40 orders,Replacement For Asus 19V 3.42A 5.5*2.5MM 65W k50ij K40IJ x550c A52F K501 K50IJ K50i K52F Laptop AC Charger Power Adapter
48,32888118667,50 orders,HSW 20V 3.25A 5.5*2.5 Laptop Ac Adapter Charger for Lenovo IdeaPad G575 G580 G770 G780 N580 N581 N585 N586 P500 P580 P585
49,33037121126,50 orders,96W Universal Laptop Power Supply PC Notebook Computer Charger 12V-24V Adjustable AC/DC Adapter for ASUS DELL Lenovo Samsung
50,32803469620,40 orders,19V 3.42A 65W laptop charger ac adapter AK.065AP.013 for Acer Aspire E1-531 E1-531G E1-571 E1-571G E1-571P E1-571PG E1-731
